,theta mu pop rise,theta var pop rise,theta mu pop fall,theta var pop fall,theta mu first rise,theta var first rise,theta mu first fall,theta var first fall,theta mu last rise,theta var last rise,theta mu last fall,theta var last fall,theta delay (ps),m,n,c,ps_bumps
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2211.538,26,1,13,81
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2222.222,18,1,9,56
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2232.143,28,1,14,87
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250.0,20,1,10,62
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2265.625,32,1,16,99
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2272.7270000000008,22,1,11,68
6,0.0,0.0,0.10205078125,0.09163641929626465,0.0,0.0,0.10205078125,0.09163641929626465,0.0,0.0,0.10205078125,0.09163641929626465,2291.667,12,1,6,37
7,0.0,0.0,0.234375,0.179443359375,0.0,0.0,0.234375,0.179443359375,0.0,0.0,0.234375,0.179443359375,2307.692,26,1,13,80
8,0.0,0.0,0.8330078125,0.15570735931396484,0.0,0.0,0.8330078125,0.15570735931396484,0.0,0.0,0.8330078125,0.15570735931396484,2321.429,14,1,7,43
9,0.0,0.0,1.05126953125,0.09844565391540527,0.0,0.0,1.05126953125,0.09844565391540527,0.0,0.0,1.05126953125,0.09844565391540527,2333.333,30,1,15,92
10,0.0,0.0,1.17431640625,0.14393019676208496,0.0,0.0,1.17431640625,0.14393019676208496,0.0,0.0,1.17431640625,0.14393019676208496,2343.75,16,1,8,49
11,0.0,0.0,1.41162109375,0.2421891689300537,0.0,0.0,1.41162109375,0.2421891689300537,0.0,0.0,1.41162109375,0.2421891689300537,2361.111,18,1,9,55
12,0.0,0.0,1.91552734375,0.07733702659606934,0.0,0.0,1.91552734375,0.07733702659606934,0.0,0.0,1.91552734375,0.07733702659606934,2375.0,20,1,10,61
13,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2386.364,22,1,11,67
14,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2395.833,24,1,12,73
15,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2403.846,26,1,13,79
16,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2410.714,28,1,14,85
17,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2416.667,30,1,15,91
18,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2421.875,32,1,16,97
19,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2500.0,12,1,6,36
20,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2578.125,32,1,16,95
21,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2583.333,30,1,15,89
22,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2589.286,28,1,14,83
23,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2596.154,26,1,13,77
